date,open,high,low,close,volume
2009-03-17,1151.8,1192.2,1148.8,1192.2,347070000.0
2009-03-18,1185.2,1225.2,1180.3,1207.0,471270000.0
2009-03-19,1220.5,1220.5,1196.2,1204.2,374820000.0
2009-03-20,1207.5,1220.5,1178.5,1187.2,527880000.0
2009-03-23,1213.1,1259.8,1203.8,1259.8,380490000.0
2009-03-24,1245.7,1255.1,1232.7,1234.3,295600000.0
2009-03-25,1243.4,1261.4,1206.5,1236.7,395600000.0
2009-03-26,1254.1,1281.3,1250.1,1281.3,404060000.0
2009-03-27,1263.6,1267.3,1248.9,1251.5,273130000.0
2009-03-30,1230.9,1231.5,1205.0,1220.8,294950000.0
2009-03-31,1232.6,1258.1,1231.5,1237.0,334490000.0
2009-04-01,1215.9,1255.0,1211.6,1252.5,375850000.0
2009-04-02,1274.4,1311.7,1269.9,1294.3,438970000.0
2009-04-03,1306.5,1316.7,1294.2,1316.2,347480000.0
2009-04-06,1301.4,1313.9,1286.9,1313.1,316140000.0
2009-04-07,1296.2,1296.3,1268.8,1275.4,299750000.0
2009-04-08,1289.7,1306.5,1280.3,1300.8,294640000.0
2009-04-09,1322.2,1341.8,1319.3,1340.3,309920000.0
2009-04-13,1333.7,1344.5,1322.9,1336.7,252460000.0
2009-04-14,1325.7,1336.3,1312.4,1322.3,329280000.0
2009-04-15,1311.2,1317.9,1295.1,1316.5,337510000.0
2009-04-16,1334.0,1358.7,1322.2,1353.0,344210000.0
2009-04-17,1347.4,1361.7,1339.1,1353.9,364520000.0
2009-04-20,1330.2,1333.7,1303.8,1309.4,510170000.0
2009-04-21,1303.9,1330.7,1303.7,1329.1,362840000.0
2009-04-22,1322.1,1362.8,1317.5,1335.7,409100000.0
2009-04-23,1340.8,1345.7,1321.4,1344.4,398850000.0
2009-04-24,1352.6,1379.4,1345.0,1373.3,410580000.0
2009-04-27,1359.9,1384.8,1357.4,1369.9,314960000.0
2009-04-28,1362.9,1378.6,1356.0,1361.9,282980000.0
2009-04-29,1373.3,1398.4,1370.5,1382.4,324620000.0
2009-04-30,1398.4,1418.8,1384.4,1394.3,409610000.0
2009-05-01,1396.2,1403.9,1382.9,1396.6,273340000.0
2009-05-04,1407.7,1428.0,1403.5,1428.0,333410000.0
2009-05-05,1423.9,1425.1,1408.3,1423.8,313730000.0
2009-05-06,1433.6,1435.8,1401.1,1423.8,327750000.0
2009-05-07,1430.0,1431.4,1377.6,1389.8,406880000.0
2009-05-08,1399.2,1411.3,1377.1,1394.2,395700000.0
2009-05-11,1375.1,1410.4,1369.4,1395.8,301150000.0
2009-05-12,1402.1,1402.1,1362.1,1377.4,305340000.0
2009-05-13,1364.4,1365.3,1339.8,1339.8,298140000.0
2009-05-14,1348.3,1369.3,1344.8,1359.7,283470000.0
2009-05-15,1355.6,1374.1,1351.1,1355.1,278340000.0
2009-05-18,1367.1,1392.7,1357.4,1392.7,254660000.0
2009-05-19,1387.2,1410.7,1379.9,1398.1,250770000.0
2009-05-20,1401.4,1423.1,1388.8,1393.7,272230000.0
2009-05-21,1378.8,1391.0,1353.5,1367.4,307900000.0
2009-05-22,1371.8,1379.9,1353.6,1363.2,212250000.0
2009-05-26,1351.1,1414.4,1350.9,1412.6,313560000.0
2009-05-27,1408.6,1428.8,1398.4,1401.9,297970000.0
2009-05-28,1411.4,1423.8,1389.8,1420.3,291910000.0
2009-05-29,1421.1,1435.6,1411.7,1435.6,394720000.0
2009-06-01,1451.4,1482.2,1447.0,1477.1,394750000.0
2009-06-02,1470.3,1493.8,1466.3,1480.3,293460000.0
2009-06-03,1472.3,1477.0,1459.6,1475.4,291610000.0
2009-06-04,1476.3,1493.7,1476.3,1492.7,254530000.0
2009-06-05,1503.8,1505.8,1479.2,1493.2,285500000.0
2009-06-08,1482.2,1500.0,1467.1,1488.5,239440000.0
2009-06-09,1495.0,1509.6,1489.2,1501.6,258750000.0
2009-06-10,1509.4,1509.4,1473.9,1495.3,275490000.0
2009-06-11,1494.1,1511.9,1493.2,1497.0,279330000.0
2009-06-12,1488.7,1490.0,1470.2,1490.0,227050000.0
2009-06-15,1472.8,1473.1,1445.3,1457.0,266980000.00000003
2009-06-16,1463.5,1469.2,1442.8,1443.3,276610000.0
2009-06-17,1449.0,1470.1,1439.4,1455.9,300640000.0
2009-06-18,1456.1,1464.0,1445.3,1453.8,237340000.0
2009-06-19,1465.9,1477.9,1460.4,1471.2,452280000.0
2009-06-22,1455.8,1459.1,1423.8,1426.6,300490000.0
2009-06-23,1427.7,1432.9,1413.5,1424.5,268360000.0
2009-06-24,1436.6,1458.2,1435.3,1447.1,267370000.0
2009-06-25,1438.8,1478.0,1435.0,1475.8,276020000.0
2009-06-26,1467.4,1483.6,1466.2,1480.2,344740000.0
2009-06-29,1483.7,1493.6,1469.0,1483.8,232390000.0
2009-06-30,1484.8,1493.4,1468.1,1477.3,278320000.0
2009-07-01,1486.5,1497.7,1479.7,1481.3,248050000.0
2009-07-02,1464.7,1465.2,1443.8,1446.3,257380000.0
2009-07-03,1445.0,1450.3,1438.5,1445.3,
2009-07-06,1435.4,1444.3,1424.6,1441.0,247480000.0
2009-07-07,1440.8,1443.1,1403.6,1404.8,280840000.0
2009-07-08,1412.5,1417.3,1394.9,1411.5,343080000.0
2009-07-09,1417.0,1423.4,1409.1,1415.0,258700000.0
2009-07-10,1409.6,1427.9,1405.6,1419.8,249220000.0
2009-07-13,1423.2,1447.7,1402.2,1447.7,288970000.0
2009-07-14,1444.6,1455.0,1439.6,1452.8,278960000.0
2009-07-15,1473.6,1501.4,1470.1,1501.0,389750000.0
2009-07-16,1495.4,1521.7,1494.6,1518.9,312900000.0
2009-07-17,1516.8,1527.3,1511.6,1527.3,304060000.0
2009-07-20,1534.4,1545.0,1529.4,1544.0,263529999.99999997
2009-07-21,1548.9,1553.0,1530.8,1553.0,295090000.0
2009-07-22,1552.6,1572.5,1551.2,1565.0,331580000.0
2009-07-23,1561.6,1605.1,1561.5,1601.5,369270000.0
2009-07-24,1579.3,1600.0,1576.5,1599.1,291870000.0
2009-07-27,1597.0,1602.3,1580.5,1599.3,240660000.0
2009-07-28,1590.8,1609.2,1583.3,1605.5,262880000.0
2009-07-29,1596.8,1602.5,1586.0,1599.6,260570000.0
2009-07-30,1614.1,1633.0,1606.7,1609.9,333810000.0
2009-07-31,1608.3,1619.7,1602.3,1603.4,266420000.00000003
2009-08-03,1619.2,1628.3,1611.6,1628.1,246750000.0
2009-08-04,1619.1,1633.2,1616.5,1628.5,254220000.0
2009-08-05,1631.8,1631.8,1604.1,1614.4,278700000.0
2009-08-06,1618.0,1623.3,1595.4,1600.3,282920000.0
2009-08-07,1620.7,1628.4,1609.5,1619.5,260360000.0
2009-08-10,1612.7,1619.0,1599.5,1610.4,209470000.0
2009-08-11,1603.7,1605.8,1587.4,1594.7,217280000.0
2009-08-12,1595.3,1634.1,1594.8,1619.6,266470000.00000003
2009-08-13,1628.4,1632.2,1611.2,1628.7,233400000.0
2009-08-14,1623.5,1624.5,1596.9,1611.6,224970000.0
2009-08-17,1583.3,1583.3,1563.1,1564.9,243400000.0
2009-08-18,1573.3,1588.9,1569.2,1586.5,207840000.0
2009-08-19,1568.4,1600.2,1566.4,1596.6,224020000.0
2009-08-20,1594.6,1618.1,1593.1,1614.2,216550000.0
2009-08-21,1620.5,1639.2,1615.1,1637.8,288080000.0
2009-08-24,1641.4,1648.2,1629.8,1634.8,215710000.0
2009-08-25,1640.4,1655.3,1635.4,1639.9,228260000.0
2009-08-26,1636.8,1648.8,1628.4,1637.0,203500000.0
2009-08-27,1636.1,1643.2,1611.7,1641.0,233330000.0
2009-08-28,1661.5,1668.0,1631.5,1643.2,270170000.0
