date,open,high,low,close
2016-04-07,119.18251445459305,118.48659991650433,119.28808762732622,118.50555777249096
2016-04-08,118.07001481487397,118.05115077671852,118.42009018534839,118.221144433837
2016-04-11,118.26847075266559,117.94739697387364,118.48666076047111,118.17385597606346
2016-04-12,117.2225879874142,117.1852291831795,117.74812356721526,117.66334491824688
2016-04-13,117.87063140032578,117.67275121330788,118.05024018985229,117.75747559418146
2016-04-14,117.33419207299461,117.13769940684364,117.62546048701309,117.51254004494555
2016-04-15,118.20068503317603,117.75671218920903,118.314576812556,117.87917916988579
2016-04-18,117.28719923463646,117.24981388146583,117.86029432862179,117.70943315188116
2016-04-19,117.52115830678858,117.4084822202049,117.7377264216076,117.55876507744676
2016-04-20,116.40797095850318,116.1491427851658,117.14449424103738,117.01329240748741
2016-04-21,116.59288536889764,116.5277600738464,117.06957585741885,116.82607113963543
2016-04-22,116.36895403623829,116.17413993907942,116.63905966030194,116.58307291166498
2016-04-25,116.1548351608116,115.91417648568364,116.36856005750751,116.36856005750751
2016-04-26,115.9876026188012,115.83037518522177,116.30334148902051,116.21029881582929
2016-04-27,117.60332653292976,116.9353930728995,117.61278854327114,116.94474790434535
2016-04-28,117.42276202177115,117.07557949062158,117.65851282891411,117.20670413965108
2016-04-29,117.14104737516826,116.9258349708525,117.488925917016,117.1035622400082
2016-05-02,116.36594611682523,116.18067952533211,116.77561979494496,116.75693569577777
2016-05-03,118.03337807959014,117.33540221432806,118.05235755829726,117.4668178648081
2016-05-04,117.92839557734824,117.57952289514134,118.02304115967357,117.64536742796261
2016-05-05,118.45808343718461,117.9087455592477,118.61052688084222,117.9747744567609
2016-05-06,117.4095355789037,116.93332384719352,117.69147635112553,117.6255691243689
2016-05-09,118.24852591799821,117.85133797105676,118.28649301574038,117.88905039920749
2016-05-10,117.851328920798,117.79479194362324,118.05909630891064,117.86075702711167
2016-05-11,118.34286310734768,117.90784858737501,118.37134514419662,118.03990537779288
2016-05-12,117.6911768167119,117.6066622877603,118.07772958844026,117.91714387619999
2016-05-13,118.82638450367911,118.33214582233282,118.8550242685631,118.35107896566439
2016-05-16,117.31415194963706,117.29546688920072,117.83033421821547,117.83033421821547
2016-05-17,117.51032212751979,117.35096703210117,117.72661033246,117.68893781715362
2016-05-18,116.08047557602924,115.98831164147104,117.13219893556189,116.86982280994623
2016-05-19,117.00073795791705,116.82313837165833,117.31989914939405,116.98201783984379
2016-05-20,117.05691629064161,116.94460454557981,117.23518507947796,117.01009352412535
2016-05-23,117.1224501795058,116.93530877153344,117.29139032721244,117.09434079146273
2016-05-24,116.56154144404408,116.40357379380902,116.9536587640801,116.81331437356322
2016-05-25,116.6266072459782,116.5334773192466,116.84137201512613,116.74789891751402
2016-05-26,117.4219846209672,117.05589161591341,117.51622377395353,117.14017185787688
2016-05-27,116.77522005228036,116.66338424696295,116.98081022842875,116.94337636915566
2016-05-30,116.73773698940013,116.73773698940013,116.86851464146476,116.8404661979508
2016-05-31,117.02754564106658,116.74715059520507,117.30929079548693,116.943285808205
2016-06-01,117.1023923195087,116.7287109718597,117.2149637132309,117.0555513625809
2016-06-02,117.78820527096491,117.40195265830317,117.82602456949468,117.43012912694117
2016-06-03,119.35350464838453,118.29406930124574,119.40167379224134,118.34138692896623
2016-06-06,117.69930488068012,117.69930488068012,118.05725394714396,118.01003104556511
2016-06-07,118.36927010506454,118.09491677761513,118.4736689160937,118.20828789772165
2016-06-08,118.46392456357977,118.25554474904399,118.48290460436542,118.32176785410347
2016-06-09,118.7389947963683,118.312319497651,118.78659320685351,118.5300141655267
2016-06-10,119.23373857568785,118.7288741397598,119.26244423460183,118.89034540858987
2016-06-13,119.29972119755283,119.13753844982324,119.4431907572388,119.18519346520317
2016-06-14,119.16612688490159,118.74820008887612,119.29972119755283,119.18519346520317
2016-06-15,119.91204908254834,119.51883193367331,120.14342785550068,119.5475164533374
2016-06-16,119.42327648900024,118.92888827329864,119.5283857897987,119.50926124807233
2016-06-17,118.99388829587653,118.92740595745596,119.3083088510662,119.20331753927726
2016-06-20,118.35608105461063,118.22390291686617,118.67831894345245,118.56438775726674
2016-06-21,117.91189591205607,117.81792723504611,118.28927435952622,118.2703480756287
2016-06-22,118.57336257830447,118.41219306012813,118.70642021505472,118.47850388824182
2016-06-23,117.54329643449154,117.46836843676438,117.9854360849454,117.93824191051144
2016-06-24,120.81524910412809,118.18052970204691,121.03032723006197,119.65542271272847
2016-06-27,121.39680982465286,120.70771696427948,121.58255144058688,120.78496990313663
2016-06-28,120.33176109063083,120.22618165599759,120.75593970687726,120.58205115369935
2016-06-29,119.58296468779874,119.47825939355644,120.09964576422223,120.08042982089997
2016-06-30,120.84159117497612,120.27222095621526,121.1721579220957,120.4839000650982
2016-07-01,120.81201000520338,119.95689079966314,120.83136625129892,120.66703559319714
2016-07-04,120.95698441720964,120.79250923443149,120.95698441720964,120.811836035909
2016-07-05,122.07474522573433,121.27508640575428,122.09438086112532,121.44972253017858
2016-07-06,121.41087726469637,120.96593619122793,121.68331712392153,121.46915448578342
2016-07-07,121.20709558277773,121.0619953087361,121.71281402699697,121.35254409747706
2016-07-08,121.92679819610964,121.4980274863407,122.43744522463716,121.6146655927276
2016-07-11,120.29823813963854,120.2216881949108,120.96255013896906,120.91416511891349
2016-07-12,119.38616064793057,119.35770149163785,120.40050282720922,120.16933386178098
2016-07-13,120.83453113706884,120.36138969342839,120.83453113706884,120.49619444988504
2016-07-14,119.24961596202216,119.20218552054494,120.01366924385475,119.87925393430163
2016-07-15,119.31513876584386,119.28659675035087,120.090969723541,119.67785678769201
2016-07-18,119.3812218184413,119.20013901351153,119.65867456990267,119.44807530265965
2016-07-19,119.82120104849895,119.47669476004388,119.84039854926776,119.67741560724075
2016-07-20,119.26641577726622,119.14271517050823,119.61989682370634,119.46678335577201
2016-07-21,119.92641830295676,119.6770112580138,120.38960369711043,119.69615957981507
2016-07-22,119.43796701700808,119.32357196519196,119.93622407957403,119.60040265215122
2016-07-25,119.47605802367409,119.31384310582389,119.67705115180813,119.51429036224167
2016-07-26,119.67689483892498,119.38071219961421,119.87837109286258,119.62902408098941
2016-07-27,120.78300180524333,120.15518132404854,121.04572161904673,120.20324339657816
2016-07-28,120.11672474730038,120.00156010228861,120.41525905878649,120.15516209921952
2016-07-29,121.20720745778767,120.7126820513599,121.82371432601315,120.7126820513599
2016-08-01,119.49180838563379,119.49180838563379,120.1039492434486,120.03669103187227
2016-08-02,119.38546277352157,119.29979992053889,119.89242772240361,119.71019123226556
2016-08-03,119.93070495950745,119.65279921089973,120.04607841305194,119.7963825699528
2016-08-04,120.5944482055019,120.01647337585655,120.71071183356216,120.19889841538784
2016-08-05,118.5184626285018,118.38680679443063,119.38141510883413,119.36231408241673
